product_name,price,rating,rating_count,robot_type,height,battery_life,noise_level,features,smart_home_ecosystem,manufacturer,suction_power,dust_capacity,water_capacity,suitable_surfaces,max_threshold,room_area,battery_life_spec,charging_time,battery_type,battery_capacity,Model  Model name,Smart home features  Smart Home,Product dimensions  Weight,color
Create Netbot Laser Endurance,400.0,5.0,3,Robot vacuum,10.5,160.0,65.0,Laser navigation,,Create,2300.0,0.6,1.2,,20.0,200.0,160.0,300.0,Li-ion,5200.0,,Compatible,3.40 kg,Black
Mova S10,2445.6,,3,Vacuum mopping robot,9.7,280.0,650.0,Carpet detection|Obstacle detector,Amazon Alexa|Google Assistant,Mova,7000.0,0.47,,,,,280.0,240.0,Li-ion,,,Compatible,3.90 kg,White
EZVIZ Rc3 Plus,2389.4,5.0,1,Robot vacuum,7.85,220.0,74.0,Automatic power adjustment,Amazon Alexa,EZVIZ,4000.0,0.4,0.4,Carpet|Hard floor|Parquet flooring|Tiles,20.0,200.0,220.0,300.0,Li-ion,2600.0,,Compatible,3.60 kg,White
Liectroux M7SPro,299.0,5.0,1,Vacuum mopping robot,7.8,120.0,65.0,,Amazon Alexa|Google Assistant,Liectroux,4000.0,,,Carpet|Hard floor|Wood,,,120.0,,Li-ion,4400.0,,Compatible,2 kg,Black
Philips XU9100/10,808.0,,1,Vacuum mopping robot,9.8,280.0,66.0,,,Philips,8000.0,3.0,35.0,,20.0,250.0,280.0,3300.0,Li-ion,6500.0,,Compatible,5 kg,"Black, Gray, Grey"
Xiaomi D10S Pro,249.0,3.3,8,Vacuum mopping robot,8.9,160.0,62.0,Laser navigation,Amazon Alexa|Google Home,Xiaomi,5300.0,570.0,270.0,Carpet,,,160.0,360.0,Li-ion,5200.0,,Compatible,5600 kg,Black
eufy G50 Hybrid,162.0,5.0,1,Vacuum mopping robot,8.1,120.0,55.0,,Amazon Alexa|Google Assistant,eufy,4000.0,0.4,0.28,,,,120.0,,,,,Compatible,4 kg,Black
eufy Clean L35+ Robot Vacuum Cleaner and Mop Black,419.0,1.0,1,Vacuum mopping robot,13.9,145.0,62.0,Self-cleaning mop pads,Amazon Alexa|Google Assistant,eufy Clean,,0.2,0.2,,20.0,,145.0,240.0,Li-ion,3200.0,,Compatible,6.90 kg,Black
Roborock Q Revo Edge,1579.0,4.0,1,Vacuum mopping robot,9.7,180.0,63.0,Base station|Laser navigation,Amazon Alexa|Google Assistant,Roborock,18500.0,0.35,0.08,,,,180.0,240.0,Li-ion,,Q Revo,Compatible,,White
Powerology Smart Robotic,999.0,2.0,2,Vacuum mopping robot,4.5,120.0,65.0,,Amazon Alexa|Google Assistant,Powerology,,0.5,,,,,120.0,,,2600.0,,Compatible,1 kg,Black
iRobot Roomba j7+,839.0,4.5,169,Robot vacuum,8.7,90.0,68.0,Base station|Camera function|Laser navigation|Obstacle detector|Programmable cleaning schedules|Programmable room boundary|Staircase safe,Amazon Alexa|Apple Siri|Google Assistant|IFTTT|Swisscom HOME App,iRobot,,1.7,0.4,Universal,16.0,,90.0,120.0,Li-ion,2210.0,Roomba j7+,Compatible,3.40 kg,Black
TP-Link Tapo RV30M,171.0,2.5,2,Vacuum mopping robot,10.0,150.0,,Automatic power adjustment,Amazon Alexa|Google Assistant,TP-Link,5300.0,0.3,0.3,Carpet,,,150.0,,,,,Compatible,,Black
Eureka E10s,268.0,5.0,1,Vacuum mopping robot,,180.0,63.0,Base station,,Eureka,4000.0,0.25,,Carpet|Tiles|Wood,,,180.0,,Li-ion,5200.0,,Compatible,6.75 kg,Black
iRobot Roomba Combo J5,274.0,,1,Vacuum mopping robot,8.7,,,Staircase safe,Amazon Alexa|Apple Siri|Google Assistant,iRobot,,0.28,0.21,Universal,,,,,Li-ion,2210.0,Roomba Combo j5,Compatible,3.40 kg,"Black, Espresso"
Rowenta RR8567WH X-Plorer Series 75 white,365.0,,1,Robot vacuum,9.5,120.0,65.0,Laser navigation,Amazon Alexa|Google Assistant,Rowenta,2700.0,0.3,0.3,Carpet,18.0,,120.0,240.0,Li-ion,,,Compatible,3.45 kg,White
Xiaomi Roidmi Eve Max,304.0,,1,Vacuum mopping robot,9.8,250.0,78.0,Base station,,Xiaomi,5000.0,0.17,0.25,Carpet|Hard floor,,250.0,250.0,,Li-ion,5200.0,,Compatible,4 kg,White
"Elta Mini-Tischstaubsauger, Batteriebetrieb",2295.0,,1,,,,,,,Elta,,,,,,,,,,,,,,"Black, White"
Ecovacs Deebot Robot Vacuum Cleaner N20 PRO PLUS black,346.0,4.5,2,Vacuum mopping robot,9.6,300.0,66.0,Automatic dust emptying,,Ecovacs,8000.0,0.4,0.18,Carpet,,300.0,300.0,390.0,Li-ion,5200.0,,Compatible,4.20 kg,Black
Rowenta X-Plorer 75 Total Care,281.0,4.8,15,Robot vacuum,10.0,120.0,65.0,Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa|Google Assistant,Rowenta,2700.0,0.5,0.11,Carpet|Hard floor,,,120.0,240.0,Li-ion,,,Compatible,5.86 kg,White
Makita Drc200z,970.0,4.7,9,Robot vacuum,18.0,200.0,64.0,Laser navigation,,Makita,,2.5,2.5,Universal,,500.0,200.0,230.0,Li-ion,5000.0,,,7.30 kg,"Blue, Turquoise"
Airrobo Robot Vacuum Cleaner P20,100.0,5.0,1,Robot vacuum,7.8,164.0,69.0,,,Airrobo,2800.0,0.6,,Carpet|Ceramic|Wood,20.0,,164.0,360.0,Li-ion,2600.0,,Compatible,2.84 kg,Black
Xoro HSR 200 robot vacuum cleaner with wiping function,179.0,4.0,1,Vacuum mopping robot,9.6,100.0,65.0,Laser navigation|Programmable room boundary,Amazon Alexa|Google Assistant,Xoro,,0.35,0.35,,15.0,,100.0,360.0,Li-ion,3000.0,,Compatible,3.20 kg,"Black, Silver"
Profi-Care ProfiCare PC BSR 3042,128.0,,1,Robot vacuum,7.5,90.0,61.0,Infrared sensor,,Profi-Care,,0.4,,Carpet|Hard floor|Parquet flooring,,,90.0,300.0,Nickel metal hydride,1500.0,,Compatible,1.90 kg,White
Ecovacs Deebot N20 Pro ‌Plus,460.0,5.0,2,Vacuum mopping robot,9.6,300.0,67.0,Automatic dust emptying,Amazon Alexa|Google Assistant,Ecovacs,8000.0,0.4,0.18,,20.0,,300.0,390.0,Li-ion,5200.0,,Compatible,4.20 kg,"Black, White"
Aeno RC3S,279.0,,2,Vacuum mopping robot,9.6,130.0,65.0,Laser navigation,Amazon Alexa,Aeno,2500.0,0.6,0.35,,,,130.0,300.0,Li-ion,3000.0,,Compatible,2.70 kg,Black
Tesvor M2 Saugroboter,169.0,,46,Robot vacuum,7.7,150.0,70.0,Obstacle detector,Amazon Alexa|Google Assistant,Tesvor,6000.0,,,Carpet|Tiles|Wood,,,150.0,,,5200.0,,Compatible,,White
eufy L60 Hybrid SES EU version,318.0,5.0,3,Vacuum mopping robot,9.7,120.0,60.0,Automatic detergent addition,Amazon Alexa|Google Assistant,eufy,5000.0,0.35,0.28,,20.0,,120.0,,,2600.0,,Compatible,5.30 kg,Black
eufy S1 Pro HydroJet,993.0,3.0,4,Robot vacuum,9.6,216.0,60.0,Base station,Amazon Alexa|Google Assistant,eufy,8000.0,0.25,0.24,,12.0,,216.0,240.0,,4600.0,,Compatible,8.60 kg,Black
Ecovacs Deebot X1 Plus,372.0,3.7,9,Vacuum mopping robot,10.3,180.0,66.0,Base station|Camera function|Programmable room boundary,Amazon Alexa|Google Assistant,Ecovacs,5000.0,0.4,0.24,Universal,20.0,250.0,180.0,390.0,Li-ion,5200.0,,Compatible,4.80 kg,"Black, Gray, Grey"
Ecovacs Deebot T10 Turbo,779.0,4.6,9,Vacuum mopping robot,10.33,150.0,68.0,Obstacle detector|Programmable room boundary,Amazon Alexa|Google Assistant,Ecovacs,5000.0,0.4,8.0,Universal,20.0,150.0,150.0,390.0,Li-ion,5200.0,,Compatible,4.30 kg,White
Zaco W450,249.0,5.0,1,Mopping robot,11.5,80.0,72.0,Camera function,Amazon Alexa|Google Assistant,Zaco,,0.9,0.85,Hard floor,,,80.0,360.0,Li-ion,2900.0,,Compatible,3.40 kg,Blue
Ecovacs Deebot N8,322.0,4.0,2,Vacuum mopping robot,9.3,110.0,70.0,Infrared sensor|Programmable room boundary,Amazon Alexa|Google Assistant,Ecovacs,23000.0,0.42,0.24,Laminate|Tiles,20.0,110.0,110.0,240.0,Li-ion,3200.0,,Compatible,0.20 kg,Black
eufy L60 Hybrid EU version,204.0,,2,Vacuum mopping robot,9.7,120.0,,Laser navigation,Amazon Alexa,eufy,5000.0,0.35,0.28,,20.0,,120.0,,,2600.0,,Compatible,5.30 kg,Black
Xiaomi Roidmi EVE plus,429.0,4.2,161,Vacuum mopping robot,9.8,250.0,75.0,Base station|Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa|Google Assistant,Xiaomi,2700.0,0.3,0.3,Universal,20.0,300.0,250.0,250.0,Li-ion,5200.0,,Compatible,6.30 kg,White
Black & Decker BXRV500E,139.0,4.7,3,Vacuum mopping robot,7.9,150.0,80.0,Base station,,Black & Decker,,,,Hard floor|Parquet flooring|Tiles,,,150.0,120.0,Lithium,2600.0,,Compatible,0.50 kg,"Black, Grey, Stainless steel, White"
eufy Clean L60,242.0,5.0,1,Robot vacuum,2.0,120.0,,,Amazon Alexa,eufy,5000.0,0.35,,,20.0,,120.0,,,2600.0,,Compatible,,Black
Blaupunkt Bluebot Comfort plus BPK-VCBB1CTP - Robotstofzuiger met Dweilfunctie - Automatisch Afzuigstation - L,579.0,,1,Robot vacuum,,,60.0,,,Blaupunkt,,,,,,,,,,5200.0,,,,
Roidmi Eva,549.0,3.8,14,Vacuum mopping robot,10.6,120.0,60.0,Base station|Laser navigation,Amazon Alexa|Google Assistant,Roidmi,3200.0,4.0,4.0,Carpet|Hard floor|Linoleum|Parquet flooring|Tiles,20.0,180.0,120.0,240.0,Li-ion,3200.0,,Compatible,9.80 kg,White
iRobot Roomba 205 DustCompactor Combo,349.0,,14,Vacuum mopping robot,10.1,180.0,,,Amazon Alexa|Apple Siri|Google Assistant|IFTTT|Matter,iRobot,7000.0,1.82,0.18,Carpet|Laminate|Parquet flooring|Stone|Tiles,17.0,,180.0,,LiFePO4,,,Compatible,3.86 kg,White
EZVIZ RE5P,305.0,4.5,2,Vacuum mopping robot,9.5,220.0,64.0,Obstacle detector,Amazon Alexa|Google Assistant,EZVIZ,4000.0,0.35,0.3,Carpet|Hard floor|Parquet flooring|Tiles,20.0,300.0,220.0,300.0,Li-ion,4930.0,,Compatible,8.84 kg,White
Ecovacs Ozmo T8,589.88,4.9,8,Vacuum mopping robot,9.3,175.0,67.0,Camera function,,Ecovacs,1400.0,0.42,0.18,,20.0,,175.0,390.0,Li-ion,5200.0,,Compatible,4.70 kg,"Black, White/Black"
Hobot Legee D8 + LuLu,800.0,,8,Vacuum mopping robot,9.8,120.0,,,Apple Siri|Google Assistant,Hobot,,3.2,,Carpet|Laminate|Parquet flooring|Tiles,19.0,,120.0,240.0,,,,Compatible,13.40 kg,White
"Blaupunkt Vacuum cleaner - robot vacuum cleaner RVC201, White",919.0,,8,Robot vacuum,12.0,55.0,55.0,,,Blaupunkt,10.0,0.5,0.5,Carpet|Hard floor|Laminate|Linoleum|Parquet flooring|Wood,,,55.0,300.0,,,,,1.70 kg,White
Samsung Jet Bot+ VR8500,778.0,4.2,18,Robot vacuum,9.9,90.0,76.0,Base station|Camera function|Obstacle detector,Amazon Alexa|Google Assistant,Samsung,,0.3,0.3,Carpet,,,90.0,240.0,Li-ion,,,Compatible,0 kg,White
Roborock S5,248.0,4.7,264,Vacuum mopping robot,9.6,150.0,71.0,Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa|Google Assistant,Roborock,,0.48,,Carpet|Laminate|Parquet flooring|Stone|Tiles,,250.0,150.0,300.0,Li-ion,5200.0,,Compatible,3.50 kg,White
iRobot Roomba i5,345.0,3.8,15,Robot vacuum,9.2,90.0,70.0,Obstacle detector|Programmable cleaning schedules|Programmable room boundary|Staircase safe,Amazon Alexa|Apple Siri|Google Assistant|IFTTT|Swisscom HOME App,iRobot,,0.44,,Carpet|Hard floor|Laminate|Parquet flooring|Stone|Tiles|Tiles,16.0,,90.0,90.0,Li-ion,1850.0,Roomba i5,Compatible,3.18 kg,"Black, Grey"
Hombli Smart Robot Vacuum,438.0,5.0,3,Vacuum mopping robot,9.5,90.0,65.0,Base station,Amazon Alexa|Apple Siri|Google Assistant,Hombli,2700.0,0.35,0.3,Carpet|Hard floor,20.0,140.0,90.0,240.0,,3200.0,,Compatible,3.10 kg,Black
Roborock S6_36720.0,367.2,4.8,660,Vacuum mopping robot,9.65,150.0,67.0,Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa|Google Assistant,Roborock,,0.48,0.48,Carpet|Laminate|Parquet flooring|Stone|Tiles,20.0,250.0,150.0,300.0,Li-ion,5200.0,,Compatible,3.50 kg,White
Roborock S6_28330.0,2833.0,4.8,660,Vacuum mopping robot,9.65,150.0,67.0,Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa|Google Assistant,Roborock,,0.48,,Carpet|Laminate|Parquet flooring|Stone|Tiles,20.0,250.0,150.0,300.0,Li-ion,5200.0,,Compatible,3.50 kg,Black
Midea S8+,386.56,5.0,1,Vacuum mopping robot,9.7,180.0,67.0,Base station|Laser navigation|Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa|Google Home,Midea,4000.0,0.45,0.25,Universal,,160.0,180.0,240.0,Li-ion,5200.0,S8,Compatible,4.40 kg,Black
Philips ROBOTSTOFZUIGER XU2000/10,330.0,,1,Vacuum mopping robot,9.7,130.0,66.0,,,Philips,2700.0,25.0,28.0,Carpet,,,130.0,3300.0,Li-ion,2600.0,,Compatible,3.10 kg,"Blue, Navy"
Eziclean Aqua connect x850,602.0,,1,Vacuum mopping robot,7.6,240.0,55.0,Obstacle detector|Staircase safe,Amazon Alexa|Google Assistant,Eziclean,,0.6,0.36,Laminate|Parquet flooring|Tiles,,260.0,240.0,240.0,Li-ion,3200.0,,Compatible,2.80 kg,"Black, Blue"
Shark RV2800YECH,695.0,,1,Vacuum mopping robot,,110.0,68.0,Base station,Amazon Alexa|Google Assistant,Shark,,1.7,1.7,Carpet|Hard floor|Laminate|Pad|Parquet flooring|Tiles|Tiles,,,110.0,,Li-ion,,,Compatible,,Black
Miele Miele Boost CX1 125 Edition støvsuger uden pose (sort),389.0,1.0,1,,,,,,,Miele,,,,,,,,,,,,,,
Sichler NX-3316-919,484.95,1.0,1,Vacuum mopping robot,9.5,80.0,62.0,Laser navigation,Amazon Alexa,Sichler,,0.5,0.32,Glass|Laminate|Stone|Tiles|Wood,,484.0,80.0,120.0,Lithium,2750.0,,Compatible,3.30 kg,Black
Roborock VC Qrevo Curv RSD0712CE,1083.0,,1,Vacuum mopping robot,10.4,190.0,,Base station,,Roborock,18500.0,0.33,0.08,,,,190.0,,Li-ion,,Q Revo,,,White
Eziclean Connect X1200,779.0,,1,Vacuum mopping robot,9.8,300.0,59.0,Base station|Laser navigation,Google Assistant,Eziclean,2700.0,0.28,0.3,Carpet|Laminate|Parquet flooring|Tiles,,300.0,300.0,240.0,Li-ion,5200.0,,Compatible,3.50 kg,Black
"Trisa Roboterstaubsauger ""T-Bot Lite""",179.0,4.0,1,Robot vacuum,7.4,90.0,65.0,Programmable room boundary,,Trisa,,0.45,0.45,Carpet|Laminate|Parquet flooring,,,90.0,300.0,Li-ion,2500.0,,,1.90 kg,White
Electrolux ER61UD1UG,252.0,,1,Robot vacuum,7.8,120.0,72.0,,Google Assistant,Electrolux,,0.4,,Laminate|Linoleum|Parquet flooring,15.0,84.0,120.0,240.0,Li-ion,,,Compatible,2.90 kg,"Grey, Grey (3)"
Dreame L40 Ultra_899.0,899.0,4.7,54,Vacuum mopping robot,10.38,194.0,74.0,Area cleaning|Automatic detergent addition|Automatic mop pad separation|Automatic power adjustment|Automatic water refill|Base station|Camera function|Carpet detection|Configurable cleaning programmes|Extendable wiping pads|Obstacle detector|Programmable room boundary|Removable water tank|Self-cleaning mop pads,Amazon Alexa|Apple Siri|Google Assistant,Dreame,11000.0,0.3,0.08,Carpet|Hard floor,22.0,,194.0,210.0,Li-ion,5200.0,,Compatible,14 kg,White
Dreame L40 Ultra_1114.0,1114.0,,1,Vacuum mopping robot,10.38,194.0,,Self-cleaning mop pads,Amazon Alexa|Google Assistant,Dreame,11000.0,0.3,3.5,Carpet|Hard floor|Laminate|Linoleum|Parquet flooring|Tiles|Vinyl|Wood,22.0,,194.0,194.0,,5200.0,,Compatible,4.50 kg,White
"Sichler WLAN vacuuming & mopping robot with Lidar, Gyro & 360° laser sensor, App",374.94,,1,Vacuum mopping robot,9.0,120.0,,Laser navigation,Amazon Alexa|Google Assistant,Sichler,2000.0,,,Laminate|Parquet flooring|Stone|Tiles,,,120.0,,,3000.0,,Compatible,3.50 kg,Black
Dyson 360 Heurist,1122.95,,1,Robot vacuum,9.7,65.0,,Configurable cleaning programmes|Infrared sensor,Amazon Alexa|Google Assistant,Dyson,,0.5,,,,,65.0,93.0,,,,Compatible,4.50 kg,"Blue, Nickel"
ETA Stormio,433.0,,1,Robot vacuum,10.0,120.0,72.0,Laser navigation,,ETA,,0.6,,Carpet,15.0,,120.0,360.0,Li-ion,2400.0,,Compatible,2.70 kg,White
Shark RV2800ZECHWH,599.0,,1,Vacuum mopping robot,,110.0,,Carpet detection|Obstacle detector|Staircase safe,Amazon Alexa|Google Assistant,Shark,,0.3,2.1,Carpet|Hard floor|Laminate|Pad|Parquet flooring|Tiles|Tiles,,,110.0,,Li-ion,,,Compatible,,White
Eureka Robot vacuum cleaner/J20,954.0,,1,,,,,,,Eureka,,,,,,,,,,,,,,
Zigma Spark-981,415.0,5.0,1,Vacuum mopping robot,9.0,150.0,,Laser navigation,Amazon Alexa,Zigma,,0.6,0.36,,,,150.0,,,,,Compatible,,"Black, Grey, White"
Bissell SpinWave Robot R5 Pet,2726.2,4.7,3,Vacuum mopping robot,9.9,110.0,62.0,Programmable room boundary,Amazon Alexa,Bissell,,0.5,0.4,Universal,,,110.0,390.0,Li-ion,,,Compatible,3.10 kg,"Black, White"
EZVIZ RS2 Robot Vacuum & Mop Combo,602.31,,60,Vacuum mopping robot,10.3,220.0,64.0,Base station|Camera function|Laser navigation|Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa,EZVIZ,4000.0,0.4,0.15,Carpet|Hard floor|Parquet flooring|Tiles,20.0,0.0,220.0,180.0,Li-ion,5200.0,,Compatible,4.60 kg,White
Hobot Legee Q10,380.0,,60,Vacuum mopping robot,9.75,150.0,,,Amazon Alexa|Apple Siri|Google Assistant,Hobot,,0.5,0.35,Carpet|Laminate|Parquet flooring|Tiles,,,150.0,360.0,,,,Compatible,5.08 kg,White
Dreame D9,365.0,4.5,180,Robot vacuum,9.6,150.0,65.0,Laser navigation,Apple Siri|Google Assistant,Dreame,3000.0,0.57,0.27,Carpet|Hard floor,20.0,200.0,150.0,300.0,Li-ion,5200.0,,Compatible,3.80 kg,White
Ecovacs Deebot N8 Pro,417.0,4.3,26,Vacuum mopping robot,9.3,110.0,67.0,Obstacle detector|Programmable room boundary|Staircase safe,Google Assistant,Ecovacs,2600.0,0.42,0.24,Universal,20.0,,110.0,240.0,Li-ion,3200.0,,Compatible,3.60 kg,White
Xiaomi Roidmi Eve Plus,310.0,4.2,161,Vacuum mopping robot,9.8,250.0,75.0,Base station,Amazon Alexa,Xiaomi,,3.0,0.25,Carpet|Hard floor,20.0,250.0,250.0,250.0,,5200.0,,Compatible,6.30 kg,Black
Grundig VCR 7230,554.95,3.0,4,Vacuum mopping robot,,150.0,73.0,,,Grundig,2700.0,0.4,0.3,,,,150.0,300.0,Li-ion,3200.0,,Compatible,3.30 kg,Black
Xiaomi Mi Mop 2 Lite,249.0,3.5,25,Vacuum mopping robot,8.13,110.0,,Infrared sensor,Amazon Alexa|Google Assistant,Xiaomi,2200.0,0.45,0.27,Carpet|Hard floor|Parquet flooring|Tiles,,,110.0,,Li-ion,2600.0,,Compatible,3.10 kg,White
Blaupunkt Xtreme Laser,339.0,4.1,85,Vacuum mopping robot,10.0,180.0,70.0,Laser navigation|Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa|Google Assistant,Blaupunkt,3000.0,0.6,0.35,Carpet|Hard floor,20.0,230.0,180.0,300.0,Li-ion,5000.0,,Compatible,3.40 kg,Black
Ecovacs Deebot T9,306.6,4.3,12,Vacuum mopping robot,9.36,175.0,67.0,Base station,,Ecovacs,3000.0,0.42,0.18,Carpet|Hard floor,20.0,,175.0,390.0,Li-ion,5200.0,,Compatible,3.50 kg,White
Hobot Legee D8,459.0,5.0,1,Vacuum mopping robot,9.8,120.0,,Programmable room boundary,Apple Siri|Google Assistant,Hobot,5000.0,0.32,0.32,Carpet|Laminate|Parquet flooring|Tiles,19.0,,120.0,240.0,Li-ion,4900.0,,Compatible,9.20 kg,White
Sichler Hobot Legee D8,474.95,,1,Robot vacuum,9.8,,,,Apple Siri|Google Assistant,Sichler,5000.0,0.5,0.32,Universal,,,,,,4900.0,,Compatible,3.82 kg,
Imou RV3,578.9,,1,Vacuum mopping robot,9.6,180.0,72.0,,,Imou,8500.0,0.32,0.8,,,,180.0,300.0,Li-ion,6400.0,,Compatible,,White
Starlyf Robot Vac,117.0,,1,Robot vacuum,7.0,120.0,,,,Starlyf,,,,Carpet|Parquet flooring|Tiles,,,120.0,240.0,,,,,1.40 kg,Black
Roborock Q7 Max+_481.0,481.0,4.5,60,Vacuum mopping robot,9.65,180.0,67.0,Base station,Amazon Alexa,Roborock,4200.0,0.47,0.35,Carpet|Hard floor,,,180.0,360.0,Li-ion,5200.0,,Compatible,11.70 kg,Black
Roborock Q7 Max+_604.0,604.0,4.5,60,Vacuum mopping robot,10.0,180.0,67.0,Base station|Laser navigation,,Roborock,4200.0,0.47,0.35,Carpet|Hard floor,,300.0,180.0,360.0,Li-ion,5200.0,,Compatible,11.70 kg,White
iRobot Roomba Combo i8+,496.09,3.5,44,Vacuum mopping robot,9.3,75.0,66.0,Programmable cleaning schedules|Programmable room boundary|Staircase safe,Amazon Alexa|Google Assistant|IFTTT|Swisscom HOME App,iRobot,,0.39,0.21,Carpet|Laminate|Parquet flooring|Stone|Tiles,16.0,,75.0,180.0,Li-ion,1850.0,Roomba Combo i8+,Compatible,3.38 kg,Black
Imou RV1 Pro Max,325.82,,44,Vacuum mopping robot,9.8,180.0,65.0,Base station,,Imou,6500.0,0.3,0.25,Carpet|Hard floor|Laminate|Linoleum,20.0,,180.0,240.0,Li-ion,6400.0,,Compatible,,Black
Shark Matrix Plus_352.0,352.0,,3,Robot vacuum,14.0,110.0,69.4,Obstacle detector|Staircase safe,Amazon Alexa|Google Assistant,Shark,,0.3,,Carpet|Hard floor|Laminate|Pad|Parquet flooring|Tiles|Tiles,,,110.0,360.0,Li-ion,,,Compatible,3.50 kg,"Black, Black-Silver"
Shark Matrix Plus_266.0,266.0,,44,Robot vacuum,14.0,110.0,,Obstacle detector|Staircase safe,Amazon Alexa|Google Assistant,Shark,,0.3,,Carpet|Hard floor|Laminate|Pad|Parquet flooring|Tiles|Tiles,,,110.0,,Li-ion,,,Compatible,6.42 kg,Black
Sichler Multiroom vacuuming and mopping robot,467.95,5.0,1,Vacuum mopping robot,10.0,,,Laser navigation,Apple Siri|Google Assistant,Sichler,2700.0,0.5,0.34,Laminate|Tiles|Wood,,,,,LiPo,4500.0,,Compatible,3.50 kg,Black
iRobot Roomba Plus 405 Combo Robot + AutoWash Dock,599.0,,1,Vacuum mopping robot,10.6,,,,Amazon Alexa|Apple Siri|Google Assistant|Matter,iRobot,7000.0,0.3,3.0,Carpet|Laminate|Parquet flooring|Stone|Tiles,20.0,,,,LiFePO4,5000.0,,Compatible,4.10 kg,White
Roborock Qrevo Plus White version with water connection Vacuum-mopping robot,1389.0,,1,Vacuum mopping robot,,,,,,Roborock,,,,,,,,,,,,,,White
Uwant U200 Pro Robot Vacuum Cleaner with Mop Function + Charging/Cleaning Station - Gray,879.0,,1,,,,,,,Uwant,5000.0,,,,,,,,,5200.0,,,,Grey
Mamibot Robot hoover,589.0,,1,Vacuum mopping robot,9.8,245.0,80.0,Area cleaning|Programmable cleaning schedules,,Mamibot,4000.0,,0.3,,20.0,,245.0,360.0,Lithium,5200.0,,Compatible,,Black
Mova S10 Plus,325.53,,1,Vacuum mopping robot,9.74,180.0,65.0,Independent emptying,,Mova,7000.0,0.35,0.3,,,,180.0,,,5200.0,,Compatible,3.90 kg,White
Shark AI Ultra,2883.8,,1,Robot vacuum,14.5,110.0,70.0,Base station,Amazon Alexa,Shark,,300.0,,Carpet|Hard floor,,,110.0,,,,,Compatible,4.40 kg,Black
TP-Link Tapo RV30 Max Robot Vacuum Cleaner,2539.2,1.0,1,Vacuum mopping robot,10.0,180.0,55.0,Automatic dust emptying|Independent emptying,Amazon Alexa|Google Assistant,TP-Link,5300.0,0.4,0.3,,,,180.0,,,2600.0,,Compatible,,Black
Roborock Q7 plus,629.0,5.0,2,Vacuum mopping robot,9.65,180.0,67.0,Automatic detergent addition|Automatic dust emptying|Base station|Independent emptying|Obstacle detector,Amazon Alexa|Google Assistant,Roborock,2700.0,0.75,0.18,Carpet|Hard floor|Tiles,20.0,300.0,180.0,360.0,,5200.0,,Compatible,3.80 kg,White
Grundig Robot vacuum cleaner,449.0,3.5,2,Vacuum mopping robot,94.5,150.0,,,,Grundig,2700.0,0.4,0.3,,,,150.0,360.0,,,,Compatible,5.62 kg,Black
Philips 7000 series XU7000/02,454.09,5.0,2,Robot vacuum,9.7,180.0,65.0,Infrared sensor|Programmable room boundary,Amazon Alexa,Philips,5000.0,3.0,24.0,Carpet|Hard floor,,130.0,180.0,300.0,Li-ion,5200.0,,Compatible,5.70 kg,"Gold, White"
Xiaomi Mi Robot Vacuum Mop 2 Ultra,715.0,4.0,22,Vacuum mopping robot,9.8,180.0,20.0,Laser navigation|Obstacle detector,Google Assistant,Xiaomi,4000.0,0.55,0.2,Carpet|Laminate|Parquet flooring|Tiles,20.0,240.0,180.0,360.0,Li-ion,5200.0,,Compatible,4.15 kg,Black
Imou RV1,1892.0,,22,Vacuum mopping robot,9.8,110.0,65.0,,,Imou,4500.0,0.3,0.25,Carpet|Hard floor|Laminate|Linoleum,,,110.0,240.0,Li-ion,3200.0,,Compatible,,Black
Samsung BESPOKE Jet Bot Combo Steam Plus Saug- & Wischroboter,1190.0,,22,Vacuum mopping robot,10.0,180.0,74.0,Base station,Amazon Alexa|Google Assistant,Samsung,,0.25,3.6,,,,180.0,300.0,Li-ion,,,Compatible,4.80 kg,"Grey, White, satin grey"
Nedis SmartLife Robot Vacuum Cleaner Laser navigation | Wi-Fi | Collection container capacity: 0.6 l | Au,407.95,,22,Vacuum mopping robot,,240.0,66.2,Laser navigation|Programmable room boundary,,Nedis,4000.0,0.6,0.3,Carpet,20.0,20.0,240.0,360.0,Li-ion,5200.0,,Compatible,6.88 kg,Black
Roborock Q7 Max+ - Robot vacuum cleaner - with mop function - 2.9l - Automatic dust bin,549.0,,22,,,,,,,Roborock,,,,,,,,,,5200.0,,,,Black
Roborock Q7 Max+ - Robot vacuum cleaner - With mop function - 2.9l automatic dust bin,419.0,,22,Robot vacuum,,,,Automatic water regulation|Obstacle detector,,Roborock,4200.0,2.9,0.35,,,,,,,5200.0,,,6 kg,White
Ohmex ROB-5600BIN,271.0,,22,Robot vacuum,,100.0,72.0,,,Ohmex,30000.0,3.0,3.0,,,,100.0,360.0,,,,Compatible,,Black
AEG RX9-2-4STN,890.0,,22,Robot vacuum,8.5,40.0,75.0,Camera function,,AEG,,0.7,,,,,40.0,150.0,,,,,2.50 kg,"Space Teal, Turquoise"
